,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id_x,emp_id_y,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
10,1910,301,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 11:31:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1095,1095,3,,1430,1031,321,6,321,2016/8/1 11:15,,2016/8/1 11:31,,,,328,,,1,18688880174,赵颖
11,2916,413,609966,NA,NA,芝士烩波士顿龙虾,0,1.0,175.0,NA,2016-08-01 12:42:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
12,2919,413,609965,NA,NA,葱姜炒蟹,0,1.0,109.0,NA,2016-08-01 12:43:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
13,2921,413,609936,NA,NA,皮蛋瘦肉粥,0,1.0,16.0,NA,2016-08-01 12:43:00,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
14,2923,413,609978,NA,NA,爆炒鳝碌,0,1.0,55.0,NA,2016-08-01 12:44:00,NA,NA,NA,0,NA,NA,caipu/106003.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
15,2925,413,609983,NA,NA,干锅田鸡,0,1.0,88.0,NA,2016-08-01 12:44:00,NA,NA,NA,0,NA,NA,caipu/205003.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
16,2927,413,610050,NA,NA,番茄甘蓝,0,1.0,33.0,NA,2016-08-01 12:45:00,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
17,2926,413,609984,NA,NA,重庆特色油烧兔,0,1.0,69.0,NA,2016-08-01 12:45:00,NA,NA,NA,0,NA,NA,caipu/205004.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
18,2928,413,610013,NA,NA,番茄炖秋葵,0,1.0,35.0,NA,2016-08-01 12:46:00,NA,NA,NA,0,NA,NA,caipu/302002.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
19,2930,413,610032,NA,NA,长城窖酿解百纳红酒干红葡萄酒,0,1.0,35.0,NA,2016-08-01 12:48:00,NA,NA,NA,0,NA,NA,caipu/401001.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
20,2932,413,609973,NA,NA,紫薯面包卷,0,1.0,20.0,NA,2016-08-01 12:49:00,NA,NA,NA,0,NA,NA,caipu/502003.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
21,2934,413,610007,NA,NA,桂圆肉红豆八宝饭,0,1.0,39.0,NA,2016-08-01 12:50:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
22,2935,413,609992,NA,NA,番茄炖牛腩,0,1.0,35.0,NA,2016-08-01 12:51:00,NA,NA,NA,0,NA,NA,caipu/201002.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
23,2936,413,610012,NA,NA,香菇鹌鹑蛋,0,1.0,39.0,NA,2016-08-01 12:52:00,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
24,2937,413,610023,NA,NA,啤酒鸭,0,1.0,48.0,NA,2016-08-01 12:53:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
25,2939,413,609931,NA,NA,焖猪手,0,1.0,58.0,NA,2016-08-01 12:54:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1147,1147,6,,1488,1009,854,15,854,2016/8/1 12:42,,2016/8/1 12:54,,,,330,,,1,18688880276,徐毅凡
26,2938,415,609964,NA,NA,避风塘炒蟹,0,1.0,48.0,NA,2016-08-01 12:51:00,NA,NA,NA,0,NA,NA,caipu/102004.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
27,2940,415,610064,NA,NA,花蛤蒸蛋,0,1.0,37.0,NA,2016-08-01 12:52:00,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
28,2942,415,609959,NA,NA,小炒羊腰,0,1.0,36.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/202005.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
29,2943,415,609957,NA,NA,蒙古烤羊腿,0,1.0,48.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
30,2946,415,610016,NA,NA,五彩藕苗,0,1.0,35.0,NA,2016-08-01 13:01:00,NA,NA,NA,0,NA,NA,caipu/302005.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
31,2948,415,609930,NA,NA,豌豆薯仔猪骨汤,0,1.0,39.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
32,2950,415,609955,NA,NA,红酒炖羊肉,0,1.0,108.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
33,2952,415,610071,NA,NA, 42度海之蓝,0,1.0,99.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/401004.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
34,2951,415,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
35,2953,415,609945,NA,NA,农夫山泉NFC果汁100%橙汁,0,1.0,6.0,NA,2016-08-01 13:08:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1166,1166,4,,1502,1023,466,10,466,2016/8/1 12:51,,2016/8/1 13:08,,,,330,,,1,18688880231,张大鹏
36,2643,392,609930,NA,NA,豌豆薯仔猪骨汤,0,1.0,39.0,NA,2016-08-01 12:58:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
37,2652,392,609936,NA,NA,皮蛋瘦肉粥,0,1.0,16.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
38,2650,392,609935,NA,NA,山药养生粥,0,1.0,19.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602001.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
39,2654,392,609937,NA,NA,冰糖红豆薏米粥,0,1.0,15.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602003.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
40,2649,392,609934,NA,NA,芹菜炒腰花,0,1.0,18.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
41,2656,392,609938,NA,NA,小米南瓜粥,0,1.0,13.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
42,2657,392,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
43,2664,392,609943,NA,NA,剁椒鱼头,0,1.0,55.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
44,2667,392,609945,NA,NA,农夫山泉NFC果汁100%橙汁,0,1.0,6.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
45,2665,392,609944,NA,NA,水煮鱼,0,1.0,65.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
46,2669,392,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 13:01:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
47,2675,392,609948,NA,NA,露露无糖杏仁露,0,1.0,7.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
48,2670,392,609947,NA,NA, 北冰洋汽水 ,0,1.0,5.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
49,2677,392,609949,NA,NA,意文柠檬汁 ,0,1.0,13.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
50,2680,392,609950,NA,NA,大蒜苋菜,0,1.0,30.0,NA,2016-08-01 13:03:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
51,2684,392,609952,NA,NA,美妙绝伦之白莲花,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
52,2682,392,609951,NA,NA,炝炒大白菜,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
53,2689,392,609954,NA,NA,凉拌蒜蓉西兰花,0,1.0,29.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
54,2693,392,609956,NA,NA,孜然羊排,0,1.0,88.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
55,2687,392,609953,NA,NA,凉拌菠菜,0,1.0,27.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
56,2695,392,609957,NA,NA,蒙古烤羊腿,0,1.0,48.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
57,2729,392,609968,NA,NA,油焖麻辣虾,0,1.0,65.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
58,2697,392,609958,NA,NA,香辣爆羊肝,0,1.0,28.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
59,2733,392,609989,NA,NA,青岛啤酒罐装,0,1.0,7.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1094,1094,10,,1499,1020,704,24,704,2016/8/1 12:58,,2016/8/1 13:07,,,,330,,,1,18688880173,孙熙凯
60,2535,381,609996,NA,NA,牛尾汤,0,1.0,40.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
61,2539,381,609994,NA,NA,独家薄荷鲜虾牛肉卷,0,1.0,45.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
62,2542,381,610012,NA,NA,香菇鹌鹑蛋,0,1.0,39.0,NA,2016-08-01 13:15:00,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
63,2544,381,610047,NA,NA,西瓜胡萝卜沙拉,0,1.0,26.0,NA,2016-08-01 13:16:00,NA,NA,NA,0,NA,NA,caipu/301001.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
64,2546,381,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 13:21:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
65,2549,381,610052,NA,NA,黄油曲奇饼干,0,1.0,16.0,NA,2016-08-01 13:22:00,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
66,2551,381,610008,NA,NA,五色糯米饭(七色),0,1.0,35.0,NA,2016-08-01 13:23:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1243,1243,4,,1487,1008,239,7,239,2016/8/1 13:15,,2016/8/1 13:23,,,,330,,,1,18688880441,沈晓雯
67,3059,429,609968,NA,NA,油焖麻辣虾,0,1.0,65.0,NA,2016-08-01 13:17:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
68,3063,429,609962,NA,NA,倒立蒸梭子蟹,0,1.0,169.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
69,3065,429,609943,NA,NA,剁椒鱼头,0,1.0,55.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
70,3067,429,609952,NA,NA,美妙绝伦之白莲花,0,1.0,29.0,NA,2016-08-01 13:20:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
71,3068,429,609948,NA,NA,露露无糖杏仁露,0,1.0,7.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
72,3069,429,609947,NA,NA, 北冰洋汽水 ,0,1.0,5.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
73,3070,429,609971,NA,NA,大理石奶油蛋糕,0,1.0,13.0,NA,2016-08-01 13:25:00,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
74,3074,429,610072,NA,NA,53度茅台,0,1.0,128.0,NA,2016-08-01 13:26:00,NA,NA,NA,0,NA,NA,caipu/401005.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
75,3077,429,610056,NA,NA,纸杯蛋糕,0,1.0,8.0,NA,2016-08-01 13:27:00,NA,NA,NA,0,NA,NA,caipu/501005.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
76,3078,429,610007,NA,NA,桂圆肉红豆八宝饭,0,1.0,39.0,NA,2016-08-01 13:29:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
77,3082,429,610044,NA,NA,木须豌豆,0,1.0,32.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
78,3080,429,610021,NA,NA,爆炒鸡翅,0,1.0,56.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204004.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
79,3079,429,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
80,3081,429,610023,NA,NA,啤酒鸭,0,1.0,48.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
81,3083,429,609950,NA,NA,大蒜苋菜,0,1.0,30.0,NA,2016-08-01 13:34:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1452,1452,4,,1501,1022,699,15,699,2016/8/1 13:17,,2016/8/1 13:34,,,,330,,,1,18688880651,苗泽坤
82,3116,433,609978,NA,NA,爆炒鳝碌,0,1.0,55.0,NA,2016-08-01 13:38:00,NA,NA,NA,0,NA,NA,caipu/106003.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
83,3117,433,609955,NA,NA,红酒炖羊肉,0,1.0,108.0,NA,2016-08-01 13:39:00,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
84,3118,433,609965,NA,NA,葱姜炒蟹,0,1.0,109.0,NA,2016-08-01 13:41:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
85,3119,433,609989,NA,NA,青岛啤酒罐装,0,2.0,7.0,NA,2016-08-01 13:41:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
86,3120,433,609944,NA,NA,水煮鱼,0,1.0,65.0,NA,2016-08-01 13:44:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
87,3121,433,609990,NA,NA,特醇嘉士伯啤酒罐装,0,2.0,6.0,NA,2016-08-01 13:46:00,NA,NA,NA,0,NA,NA,caipu/403005.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
88,3122,433,609988,NA,NA,百威啤酒罐装,0,2.0,6.0,NA,2016-08-01 13:48:00,NA,NA,NA,0,NA,NA,caipu/403003.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
89,3123,433,609942,NA,NA,辣炒鱿鱼,0,1.0,58.0,NA,2016-08-01 13:48:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
90,3124,433,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 13:49:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
91,3127,433,610028,NA,NA,培根花菜,0,1.0,35.0,NA,2016-08-01 13:50:00,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
92,3126,433,610050,NA,NA,番茄甘蓝,0,1.0,33.0,NA,2016-08-01 13:50:00,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1109,1109,8,,1490,1011,511,14,511,2016/8/1 13:38,,2016/8/1 13:50,,,,330,,,1,18688880212,李达明
